soln,triplet,region
"[28811, 28769, 28285]","[1987, 2023]",Northern Ireland
"[28621, 28299, 28788]","[1987, 2023]",Northern Ireland
"[28621, 28750, 28413]","[1987, 2023]",Northern Ireland
"[28621, 28969, 28407]","[1987, 2023]",Northern Ireland
"[28621, 28297, 28971]","[1987, 2023]",Northern Ireland
"[28621, 28339, 28739]","[1987, 2023]",Northern Ireland
"[28621, 28305, 28740]","[1987, 2023]",Northern Ireland
"[28621, 28786, 28409]","[1987, 2023]",Northern Ireland
"[28621, 28333, 28787]","[1987, 2023]",Northern Ireland
"[28621, 28337, 28751]","[1987, 2023]",Northern Ireland
"[28621, 28280, 28748]","[1987, 2023]",Northern Ireland
"[28621, 28303, 28752]","[1987, 2023]",Northern Ireland
"[28621, 28287, 28743]","[1987, 2023]",Northern Ireland
"[28621, 28285, 28756]","[1987, 2023]",Northern Ireland
"[28621, 28331, 28970]","[1987, 2023]",Northern Ireland
"[28810, 28754, 28285]","[1987, 2023]",Northern Ireland
"[28810, 28741, 28287]","[1987, 2023]",Northern Ireland
"[28791, 28670, 28299]","[1987, 2023]",Northern Ireland
"[28791, 28669, 28409]","[1987, 2023]",Northern Ireland
"[28791, 28673, 28280]","[1987, 2023]",Northern Ireland
"[28742, 28670, 28305]","[1987, 2023]",Northern Ireland
"[28742, 28669, 28415]","[1987, 2023]",Northern Ireland
"[28742, 28672, 28287]","[1987, 2023]",Northern Ireland
"[28742, 28668, 28280]","[1987, 2023]",Northern Ireland
"[28615, 28287, 28749]","[1987, 2023]",Northern Ireland
"[28615, 28285, 28760]","[1987, 2023]",Northern Ireland
"[28952, 28692, 28280]","[1987, 2023]",Northern Ireland
"[28630, 28299, 28950]","[1987, 2023]",Northern Ireland
"[28630, 28969, 28408]","[1987, 2023]",Northern Ireland
"[28630, 28939, 28413]","[1987, 2023]",Northern Ireland
"[28630, 28333, 28949]","[1987, 2023]",Northern Ireland
"[28630, 28337, 28940]","[1987, 2023]",Northern Ireland
"[28630, 28280, 28944]","[1987, 2023]",Northern Ireland
"[28630, 28281, 28860]","[1987, 2023]",Northern Ireland
"[28630, 28948, 28409]","[1987, 2023]",Northern Ireland
"[28630, 28332, 28970]","[1987, 2023]",Northern Ireland
"[28630, 28298, 28971]","[1987, 2023]",Northern Ireland
"[28630, 28303, 28941]","[1987, 2023]",Northern Ireland
"[28630, 28287, 28856]","[1987, 2023]",Northern Ireland
"[28630, 28285, 28895]","[1987, 2023]",Northern Ireland
"[28616, 28795, 28280]","[1987, 2023]",Northern Ireland
"[28616, 28776, 28285]","[1987, 2023]",Northern Ireland
"[28616, 28796, 28413]","[1987, 2023]",Northern Ireland
"[28616, 28797, 28337]","[1987, 2023]",Northern Ireland
"[28616, 28798, 28303]","[1987, 2023]",Northern Ireland
"[28631, 28788, 28298]","[1987, 2023]",Northern Ireland
"[28631, 28297, 28950]","[1987, 2023]",Northern Ireland
"[28631, 28787, 28332]","[1987, 2023]",Northern Ireland
"[28631, 28725, 28303]","[1987, 2023]",Northern Ireland
"[28631, 28407, 28948]","[1987, 2023]",Northern Ireland
"[28631, 28724, 28337]","[1987, 2023]",Northern Ireland
"[28631, 28786, 28408]","[1987, 2023]",Northern Ireland
"[28631, 28728, 28285]","[1987, 2023]",Northern Ireland
"[28631, 28774, 28281]","[1987, 2023]",Northern Ireland
"[28631, 28723, 28413]","[1987, 2023]",Northern Ireland
"[28631, 28729, 28280]","[1987, 2023]",Northern Ireland
"[28631, 28331, 28949]","[1987, 2023]",Northern Ireland
"[28611, 28515, 28739]","[1987, 2023]",Northern Ireland
"[28611, 28760, 28413]","[1987, 2023]",Northern Ireland
"[28611, 28977, 28407]","[1987, 2023]",Northern Ireland
"[28611, 28467, 28740]","[1987, 2023]",Northern Ireland
"[28611, 28795, 28409]","[1987, 2023]",Northern Ireland
"[28611, 28797, 28495]","[1987, 2023]",Northern Ireland
"[28611, 28749, 28415]","[1987, 2023]",Northern Ireland
"[28611, 28798, 28448]","[1987, 2023]",Northern Ireland
"[28761, 28872, 28281]","[1987, 2023]",Northern Ireland
"[28761, 28661, 28337]","[1987, 2023]",Northern Ireland
"[28761, 28664, 28285]","[1987, 2023]",Northern Ireland
"[28761, 28660, 28413]","[1987, 2023]",Northern Ireland
"[28761, 28662, 28303]","[1987, 2023]",Northern Ireland
"[28761, 28666, 28280]","[1987, 2023]",Northern Ireland
"[28755, 28670, 28303]","[1987, 2023]",Northern Ireland
"[28755, 28674, 28280]","[1987, 2023]",Northern Ireland
"[28755, 28669, 28413]","[1987, 2023]",Northern Ireland
"[28755, 28672, 28285]","[1987, 2023]",Northern Ireland
"[28620, 28762, 28285]","[1987, 2023]",Northern Ireland
"[28620, 28749, 28280]","[1987, 2023]",Northern Ireland
"[28619, 28760, 28280]","[1987, 2023]",Northern Ireland
"[28619, 28796, 28409]","[1987, 2023]",Northern Ireland
"[28619, 28797, 28333]","[1987, 2023]",Northern Ireland
"[28619, 28762, 28287]","[1987, 2023]",Northern Ireland
"[28619, 28798, 28299]","[1987, 2023]",Northern Ireland
"[28815, 28741, 28280]","[1987, 2023]",Northern Ireland
"[28633, 28703, 28280]","[1987, 2023]",Northern Ireland
"[28633, 28697, 28303]","[1987, 2023]",Northern Ireland
"[28633, 28281, 28743]","[1987, 2023]",Northern Ireland
"[28633, 28700, 28285]","[1987, 2023]",Northern Ireland
"[28633, 28332, 28739]","[1987, 2023]",Northern Ireland
"[28633, 28298, 28740]","[1987, 2023]",Northern Ireland
"[28633, 28696, 28413]","[1987, 2023]",Northern Ireland
"[28943, 28691, 28285]","[1987, 2023]",Northern Ireland
"[28943, 28694, 28280]","[1987, 2023]",Northern Ireland
"[28803, 28665, 28285]","[1987, 2023]",Northern Ireland
"[28803, 28973, 28281]","[1987, 2023]",Northern Ireland
"[28807, 28754, 28413]","[1987, 2023]",Northern Ireland
"[28807, 28509, 28739]","[1987, 2023]",Northern Ireland
"[28807, 28461, 28740]","[1987, 2023]",Northern Ireland
"[28807, 28973, 28407]","[1987, 2023]",Northern Ireland
"[28807, 28790, 28409]","[1987, 2023]",Northern Ireland
"[28807, 28741, 28415]","[1987, 2023]",Northern Ireland
"[28894, 28285, 28692]","[1987, 2023]",Northern Ireland
"[28806, 28661, 28333]","[1987, 2023]",Northern Ireland
"[28806, 28665, 28280]","[1987, 2023]",Northern Ireland
"[28806, 28660, 28409]","[1987, 2023]",Northern Ireland
"[28806, 28662, 28299]","[1987, 2023]",Northern Ireland
"[28806, 28902, 28281]","[1987, 2023]",Northern Ireland
"[28735, 28973, 28280]","[1987, 2023]",Northern Ireland
"[28735, 28902, 28285]","[1987, 2023]",Northern Ireland
"[28628, 28246, 28747]","[2062, 1997]",Northern Ireland
"[28628, 28257, 28739]","[2062, 1997]",Northern Ireland
"[28628, 28251, 28745]","[2062, 1997]",Northern Ireland
"[28628, 28468, 28738]","[2062, 1997]",Northern Ireland
"[28624, 28967, 28246]","[2062, 1997]",Northern Ireland
"[28742, 28561, 28249]","[2062, 1997]",Northern Ireland
"[28556, 28749, 28249]","[2062, 1997]",Northern Ireland
"[28556, 28765, 28248]","[2062, 1997]",Northern Ireland
"[28761, 28552, 28471]","[2062, 1997]",Northern Ireland
"[28761, 28553, 28261]","[2062, 1997]",Northern Ireland
"[28806, 28552, 28469]","[2062, 1997]",Northern Ireland
"[28806, 28553, 28259]","[2062, 1997]",Northern Ireland
"[28629, 28744, 28249]","[2062, 1997]",Northern Ireland
"[28212, 28808, 28560]","[2011, 2057]",Northern Ireland
"[28212, 28623, 28959]","[2011, 2057]",Northern Ireland
"[28212, 28554, 28815]","[2011, 2057]",Northern Ireland
"[28212, 28916, 28629]","[2011, 2057]",Northern Ireland
"[28212, 28564, 28633]","[2011, 2057]",Northern Ireland
"[28212, 28958, 28556]","[2011, 2057]",Northern Ireland
"[28652, 28330, 28804]","[2011, 2057]",Northern Ireland
"[28652, 28798, 28352]","[2011, 2057]",Northern Ireland
"[28652, 28325, 28800]","[2011, 2057]",Northern Ireland
"[28927, 28322, 28804]","[2011, 2057]",Northern Ireland
"[28927, 28325, 28630]","[2011, 2057]",Northern Ireland
"[28552, 28808, 28400]","[2011, 2057]",Northern Ireland
"[28552, 28815, 28341]","[2011, 2057]",Northern Ireland
"[28552, 28735, 28348]","[2011, 2057]",Northern Ireland
"[28552, 28382, 28798]","[2011, 2057]",Northern Ireland
"[28552, 28807, 28547]","[2011, 2057]",Northern Ireland
"[28552, 28727, 28349]","[2011, 2057]",Northern Ireland
"[28552, 28529, 28796]","[2011, 2057]",Northern Ireland
"[28552, 28800, 28342]","[2011, 2057]",Northern Ireland
"[28715, 28330, 28628]","[2011, 2057]",Northern Ireland
"[28715, 28325, 28633]","[2011, 2057]",Northern Ireland
"[28516, 28660, 28804]","[2011, 2057]",Northern Ireland
"[28516, 28707, 28633]","[2011, 2057]",Northern Ireland
"[28516, 28914, 28630]","[2011, 2057]",Northern Ireland
"[28516, 28611, 28801]","[2011, 2057]",Northern Ireland
"[28516, 28956, 28624]","[2011, 2057]",Northern Ireland
"[28516, 28684, 28727]","[2011, 2057]",Northern Ireland
"[28516, 28622, 28731]","[2011, 2057]",Northern Ireland
"[28516, 28796, 28617]","[2011, 2057]",Northern Ireland
"[28516, 28723, 28628]","[2011, 2057]",Northern Ireland
"[28516, 28644, 28800]","[2011, 2057]",Northern Ireland
"[28516, 28732, 28627]","[2011, 2057]",Northern Ireland
"[28675, 28324, 28800]","[2011, 2057]",Northern Ireland
"[28675, 28330, 28735]","[2011, 2057]",Northern Ireland
"[28934, 28624, 28330]","[2011, 2057]",Northern Ireland
"[28189, 28606, 28621]","[2011, 2057]",Northern Ireland
"[28189, 28690, 28929]","[2011, 2057]",Northern Ireland
"[28189, 28601, 28630]","[2011, 2057]",Northern Ireland
"[28189, 28809, 28779]","[2011, 2057]",Northern Ireland
"[28189, 28597, 28695]","[2011, 2057]",Northern Ireland
"[28189, 28799, 28618]","[2011, 2057]",Northern Ireland
"[28189, 28613, 28784]","[2011, 2057]",Northern Ireland
"[28189, 28663, 28805]","[2011, 2057]",Northern Ireland
"[28189, 28605, 28735]","[2011, 2057]",Northern Ireland
"[28189, 28595, 28800]","[2011, 2057]",Northern Ireland
"[28189, 28671, 28780]","[2011, 2057]",Northern Ireland
"[28189, 28629, 28721]","[2011, 2057]",Northern Ireland
"[28189, 28596, 28633]","[2011, 2057]",Northern Ireland
"[28189, 28610, 28614]","[2011, 2057]",Northern Ireland
"[28189, 28726, 28632]","[2011, 2057]",Northern Ireland
"[28906, 28330, 28630]","[2011, 2057]",Northern Ireland
"[28906, 28322, 28800]","[2011, 2057]",Northern Ireland
"[28562, 28630, 28348]","[2011, 2057]",Northern Ireland
"[28562, 28633, 28341]","[2011, 2057]",Northern Ireland
"[28562, 28800, 28340]","[2011, 2057]",Northern Ireland
"[28203, 28537, 28735]","[2011, 2057]",Northern Ireland
"[28203, 28808, 28677]","[2011, 2057]",Northern Ireland
"[28203, 28544, 28614]","[2011, 2057]",Northern Ireland
"[28203, 28623, 28722]","[2011, 2057]",Northern Ireland
"[28203, 28645, 28805]","[2011, 2057]",Northern Ireland
"[28203, 28535, 28624]","[2011, 2057]",Northern Ireland
"[28203, 28539, 28643]","[2011, 2057]",Northern Ireland
"[28203, 28538, 28621]","[2011, 2057]",Northern Ireland
"[28203, 28708, 28632]","[2011, 2057]",Northern Ireland
"[28203, 28528, 28628]","[2011, 2057]",Northern Ireland
"[28203, 28527, 28804]","[2011, 2057]",Northern Ireland
"[28203, 28685, 28717]","[2011, 2057]",Northern Ireland
"[28203, 28529, 28686]","[2011, 2057]",Northern Ireland
"[28203, 28733, 28626]","[2011, 2057]",Northern Ireland
"[28203, 28531, 28630]","[2011, 2057]",Northern Ireland
"[28526, 28351, 28633]","[2011, 2057]",Northern Ireland
"[28526, 28352, 28695]","[2011, 2057]",Northern Ireland
"[28526, 28622, 28799]","[2011, 2057]",Northern Ireland
"[28526, 28358, 28630]","[2011, 2057]",Northern Ireland
"[28526, 28796, 28556]","[2011, 2057]",Northern Ireland
"[28526, 28350, 28800]","[2011, 2057]",Northern Ireland
"[28219, 28808, 28555]","[2011, 2057]",Northern Ireland
"[28219, 28623, 28734]","[2011, 2057]",Northern Ireland
"[28219, 28708, 28629]","[2011, 2057]",Northern Ireland
"[28219, 28554, 28735]","[2011, 2057]",Northern Ireland
"[28219, 28564, 28630]","[2011, 2057]",Northern Ireland
"[28219, 28733, 28556]","[2011, 2057]",Northern Ireland
"[28216, 28798, 28613]","[2011, 2057]",Northern Ireland
"[28216, 28612, 28799]","[2011, 2057]",Northern Ireland
"[28216, 28725, 28629]","[2011, 2057]",Northern Ireland
"[28211, 28798, 28566]","[2011, 2057]",Northern Ireland
"[28211, 28564, 28800]","[2011, 2057]",Northern Ireland
"[28603, 28622, 28733]","[2011, 2057]",Northern Ireland
"[28603, 28732, 28623]","[2011, 2057]",Northern Ireland
"[28200, 28662, 28804]","[2011, 2057]",Northern Ireland
"[28200, 28623, 28731]","[2011, 2057]",Northern Ireland
"[28200, 28645, 28800]","[2011, 2057]",Northern Ireland
"[28200, 28798, 28617]","[2011, 2057]",Northern Ireland
"[28200, 28708, 28633]","[2011, 2057]",Northern Ireland
"[28200, 28916, 28630]","[2011, 2057]",Northern Ireland
"[28200, 28685, 28727]","[2011, 2057]",Northern Ireland
"[28200, 28612, 28801]","[2011, 2057]",Northern Ireland
"[28200, 28733, 28627]","[2011, 2057]",Northern Ireland
"[28200, 28958, 28624]","[2011, 2057]",Northern Ireland
"[28200, 28725, 28628]","[2011, 2057]",Northern Ireland
"[28198, 28808, 28779]","[2011, 2057]",Northern Ireland
"[28198, 28662, 28805]","[2011, 2057]",Northern Ireland
"[28198, 28798, 28618]","[2011, 2057]",Northern Ireland
"[28198, 28534, 28630]","[2011, 2057]",Northern Ireland
"[28198, 28670, 28780]","[2011, 2057]",Northern Ireland
"[28198, 28547, 28621]","[2011, 2057]",Northern Ireland
"[28198, 28546, 28735]","[2011, 2057]",Northern Ireland
"[28198, 28528, 28633]","[2011, 2057]",Northern Ireland
"[28198, 28527, 28800]","[2011, 2057]",Northern Ireland
"[28198, 28529, 28695]","[2011, 2057]",Northern Ireland
"[28198, 28612, 28784]","[2011, 2057]",Northern Ireland
"[28198, 28551, 28614]","[2011, 2057]",Northern Ireland
"[28198, 28725, 28632]","[2011, 2057]",Northern Ireland
"[28194, 28569, 28630]","[2011, 2057]",Northern Ireland
"[28194, 28690, 28908]","[2011, 2057]",Northern Ireland
"[28194, 28556, 28722]","[2011, 2057]",Northern Ireland
"[28194, 28809, 28677]","[2011, 2057]",Northern Ireland
"[28194, 28561, 28717]","[2011, 2057]",Northern Ireland
"[28194, 28575, 28621]","[2011, 2057]",Northern Ireland
"[28194, 28565, 28632]","[2011, 2057]",Northern Ireland
"[28194, 28555, 28813]","[2011, 2057]",Northern Ireland
"[28194, 28597, 28686]","[2011, 2057]",Northern Ireland
"[28194, 28559, 28735]","[2011, 2057]",Northern Ireland
"[28194, 28734, 28626]","[2011, 2057]",Northern Ireland
"[28194, 28602, 28624]","[2011, 2057]",Northern Ireland
"[28194, 28558, 28805]","[2011, 2057]",Northern Ireland
"[28194, 28595, 28804]","[2011, 2057]",Northern Ireland
"[28194, 28629, 28711]","[2011, 2057]",Northern Ireland
"[28194, 28576, 28643]","[2011, 2057]",Northern Ireland
"[28194, 28596, 28628]","[2011, 2057]",Northern Ireland
"[28194, 28582, 28614]","[2011, 2057]",Northern Ireland
"[28194, 28566, 28693]","[2011, 2057]",Northern Ireland
"[28214, 28623, 28799]","[2011, 2057]",Northern Ireland
"[28214, 28798, 28556]","[2011, 2057]",Northern Ireland
"[28214, 28554, 28800]","[2011, 2057]",Northern Ireland
"[28573, 28611, 28798]","[2011, 2057]",Northern Ireland
"[28573, 28796, 28612]","[2011, 2057]",Northern Ireland
"[28984, 28324, 28630]","[2011, 2057]",Northern Ireland
"[28984, 28322, 28735]","[2011, 2057]",Northern Ireland
"[28186, 28929, 28686]","[2011, 2057]",Northern Ireland
"[28186, 28617, 28784]","[2011, 2057]",Northern Ireland
"[28186, 28815, 28677]","[2011, 2057]",Northern Ireland
"[28186, 28632, 28713]","[2011, 2057]",Northern Ireland
"[28186, 28630, 28912]","[2011, 2057]",Northern Ireland
"[28186, 28735, 28682]","[2011, 2057]",Northern Ireland
"[28186, 28624, 28933]","[2011, 2057]",Northern Ireland
"[28186, 28986, 28643]","[2011, 2057]",Northern Ireland
"[28186, 28805, 28650]","[2011, 2057]",Northern Ireland
"[28186, 28618, 28801]","[2011, 2057]",Northern Ireland
"[28186, 28717, 28689]","[2011, 2057]",Northern Ireland
"[28186, 28621, 28781]","[2011, 2057]",Northern Ireland
"[28186, 28727, 28683]","[2011, 2057]",Northern Ireland
"[28186, 28812, 28779]","[2011, 2057]",Northern Ireland
"[28186, 28627, 28722]","[2011, 2057]",Northern Ireland
"[28186, 28614, 28989]","[2011, 2057]",Northern Ireland
"[28186, 28626, 28731]","[2011, 2057]",Northern Ireland
"[28186, 28633, 28711]","[2011, 2057]",Northern Ireland
"[28186, 28780, 28651]","[2011, 2057]",Northern Ireland
"[28186, 28804, 28658]","[2011, 2057]",Northern Ireland
"[28186, 28628, 28721]","[2011, 2057]",Northern Ireland
"[28186, 28917, 28693]","[2011, 2057]",Northern Ireland
"[28186, 28908, 28695]","[2011, 2057]",Northern Ireland
"[28186, 28800, 28648]","[2011, 2057]",Northern Ireland
"[28545, 28707, 28629]","[2011, 2057]",Northern Ireland
"[28545, 28359, 28614]","[2011, 2057]",Northern Ireland
"[28545, 28351, 28621]","[2011, 2057]",Northern Ireland
"[28545, 28352, 28643]","[2011, 2057]",Northern Ireland
"[28545, 28807, 28555]","[2011, 2057]",Northern Ireland
"[28545, 28622, 28734]","[2011, 2057]",Northern Ireland
"[28545, 28350, 28735]","[2011, 2057]",Northern Ireland
"[28545, 28732, 28556]","[2011, 2057]",Northern Ireland
"[28545, 28354, 28630]","[2011, 2057]",Northern Ireland
"[28195, 28808, 28781]","[2011, 2057]",Northern Ireland
"[28195, 28815, 28538]","[2011, 2057]",Northern Ireland
"[28195, 28735, 28543]","[2011, 2057]",Northern Ireland
"[28195, 28986, 28733]","[2011, 2057]",Northern Ireland
"[28195, 28805, 28916]","[2011, 2057]",Northern Ireland
"[28195, 28727, 28544]","[2011, 2057]",Northern Ireland
"[28195, 28812, 28547]","[2011, 2057]",Northern Ireland
"[28195, 28539, 28731]","[2011, 2057]",Northern Ireland
"[28195, 28780, 28923]","[2011, 2057]",Northern Ireland
"[28195, 28804, 28534]","[2011, 2057]",Northern Ireland
"[28195, 28529, 28801]","[2011, 2057]",Northern Ireland
"[28195, 28908, 28798]","[2011, 2057]",Northern Ireland
"[28195, 28709, 28551]","[2011, 2057]",Northern Ireland
"[28195, 28800, 28531]","[2011, 2057]",Northern Ireland
"[28593, 28622, 28798]","[2011, 2057]",Northern Ireland
"[28593, 28796, 28623]","[2011, 2057]",Northern Ireland
"[28777, 28808, 28350]","[2011, 2057]",Northern Ireland
"[28777, 28324, 28628]","[2011, 2057]",Northern Ireland
"[28777, 28670, 28352]","[2011, 2057]",Northern Ireland
"[28777, 28322, 28812]","[2011, 2057]",Northern Ireland
"[28777, 28325, 28621]","[2011, 2057]",Northern Ireland
"[28777, 28554, 28807]","[2011, 2057]",Northern Ireland
"[28777, 28612, 28359]","[2011, 2057]",Northern Ireland
"[28536, 28611, 28799]","[2011, 2057]",Northern Ireland
"[28536, 28796, 28613]","[2011, 2057]",Northern Ireland
"[28536, 28723, 28629]","[2011, 2057]",Northern Ireland
"[28197, 28537, 28800]","[2011, 2057]",Northern Ireland
"[28197, 28623, 28784]","[2011, 2057]",Northern Ireland
"[28197, 28543, 28630]","[2011, 2057]",Northern Ireland
"[28197, 28798, 28626]","[2011, 2057]",Northern Ireland
"[28197, 28547, 28628]","[2011, 2057]",Northern Ireland
"[28197, 28539, 28695]","[2011, 2057]",Northern Ireland
"[28197, 28538, 28633]","[2011, 2057]",Northern Ireland
"[28197, 28546, 28804]","[2011, 2057]",Northern Ireland
"[28197, 28685, 28780]","[2011, 2057]",Northern Ireland
"[28197, 28551, 28624]","[2011, 2057]",Northern Ireland
"[28191, 28690, 28917]","[2011, 2057]",Northern Ireland
"[28191, 28556, 28731]","[2011, 2057]",Northern Ireland
"[28191, 28561, 28727]","[2011, 2057]",Northern Ireland
"[28191, 28959, 28624]","[2011, 2057]",Northern Ireland
"[28191, 28565, 28633]","[2011, 2057]",Northern Ireland
"[28191, 28555, 28815]","[2011, 2057]",Northern Ireland
"[28191, 28799, 28617]","[2011, 2057]",Northern Ireland
"[28191, 28571, 28630]","[2011, 2057]",Northern Ireland
"[28191, 28734, 28627]","[2011, 2057]",Northern Ireland
"[28191, 28613, 28801]","[2011, 2057]",Northern Ireland
"[28191, 28663, 28804]","[2011, 2057]",Northern Ireland
"[28191, 28558, 28800]","[2011, 2057]",Northern Ireland
"[28191, 28629, 28713]","[2011, 2057]",Northern Ireland
"[28191, 28560, 28735]","[2011, 2057]",Northern Ireland
"[28191, 28566, 28695]","[2011, 2057]",Northern Ireland
"[28191, 28726, 28628]","[2011, 2057]",Northern Ireland
"[28220, 28623, 28726]","[2011, 2057]",Northern Ireland
"[28220, 28554, 28727]","[2011, 2057]",Northern Ireland
"[28220, 28725, 28556]","[2011, 2057]",Northern Ireland
"[28188, 28606, 28628]","[2011, 2057]",Northern Ireland
"[28188, 28690, 28986]","[2011, 2057]",Northern Ireland
"[28188, 28556, 28784]","[2011, 2057]",Northern Ireland
"[28188, 28561, 28780]","[2011, 2057]",Northern Ireland
"[28188, 28575, 28633]","[2011, 2057]",Northern Ireland
"[28188, 28581, 28630]","[2011, 2057]",Northern Ireland
"[28188, 28799, 28626]","[2011, 2057]",Northern Ireland
"[28188, 28559, 28800]","[2011, 2057]",Northern Ireland
"[28188, 28605, 28804]","[2011, 2057]",Northern Ireland
"[28188, 28629, 28781]","[2011, 2057]",Northern Ireland
"[28188, 28576, 28695]","[2011, 2057]",Northern Ireland
"[28188, 28610, 28624]","[2011, 2057]",Northern Ireland
"[28188, 28560, 28805]","[2011, 2057]",Northern Ireland
