pairing,Conservative,Labour,Liberal Democrat,Brexit party,Democratic Unionist Party,Sinn Fein,Social Democratic & Labour Party,Alliance,Ulster Unionist Party,Scottish National Party,Green,Plaid Cymru
64884,3,1,0,0,0,0,0,0,0,0,0,0
64885,3,1,0,0,0,0,0,0,0,0,0,0
64886,3,1,0,0,0,0,0,0,0,0,0,0
64887,3,1,0,0,0,0,0,0,0,0,0,0
64888,3,1,0,0,0,0,0,0,0,0,0,0
64889,3,1,0,0,0,0,0,0,0,0,0,0
64890,3,1,0,0,0,0,0,0,0,0,0,0
64891,3,1,0,0,0,0,0,0,0,0,0,0
64892,3,1,0,0,0,0,0,0,0,0,0,0
64893,3,1,0,0,0,0,0,0,0,0,0,0
64894,3,1,0,0,0,0,0,0,0,0,0,0
64895,3,1,0,0,0,0,0,0,0,0,0,0
64896,3,1,0,0,0,0,0,0,0,0,0,0
64897,3,1,0,0,0,0,0,0,0,0,0,0
64898,3,1,0,0,0,0,0,0,0,0,0,0
64899,3,1,0,0,0,0,0,0,0,0,0,0
64900,3,1,0,0,0,0,0,0,0,0,0,0
64901,3,1,0,0,0,0,0,0,0,0,0,0
64902,3,1,0,0,0,0,0,0,0,0,0,0
64903,3,1,0,0,0,0,0,0,0,0,0,0
64904,3,1,0,0,0,0,0,0,0,0,0,0
64905,3,1,0,0,0,0,0,0,0,0,0,0
64906,3,1,0,0,0,0,0,0,0,0,0,0
64907,3,1,0,0,0,0,0,0,0,0,0,0
64908,3,1,0,0,0,0,0,0,0,0,0,0
64909,3,1,0,0,0,0,0,0,0,0,0,0
64910,3,1,0,0,0,0,0,0,0,0,0,0
64911,3,1,0,0,0,0,0,0,0,0,0,0
64912,3,1,0,0,0,0,0,0,0,0,0,0
64913,3,1,0,0,0,0,0,0,0,0,0,0
64914,3,1,0,0,0,0,0,0,0,0,0,0
64915,3,1,0,0,0,0,0,0,0,0,0,0
64916,3,1,0,0,0,0,0,0,0,0,0,0
64917,3,1,0,0,0,0,0,0,0,0,0,0
64918,3,1,0,0,0,0,0,0,0,0,0,0
64919,3,1,0,0,0,0,0,0,0,0,0,0
64920,3,1,0,0,0,0,0,0,0,0,0,0
64921,2,2,0,0,0,0,0,0,0,0,0,0
64922,3,1,0,0,0,0,0,0,0,0,0,0
64923,2,2,0,0,0,0,0,0,0,0,0,0
64924,2,2,0,0,0,0,0,0,0,0,0,0
64925,3,1,0,0,0,0,0,0,0,0,0,0
64926,3,1,0,0,0,0,0,0,0,0,0,0
64927,3,1,0,0,0,0,0,0,0,0,0,0
64928,3,1,0,0,0,0,0,0,0,0,0,0
64929,3,1,0,0,0,0,0,0,0,0,0,0
64930,3,1,0,0,0,0,0,0,0,0,0,0
64931,3,1,0,0,0,0,0,0,0,0,0,0
64932,3,1,0,0,0,0,0,0,0,0,0,0
64933,3,1,0,0,0,0,0,0,0,0,0,0
64934,3,1,0,0,0,0,0,0,0,0,0,0
64935,3,1,0,0,0,0,0,0,0,0,0,0
64936,3,1,0,0,0,0,0,0,0,0,0,0
64937,3,1,0,0,0,0,0,0,0,0,0,0
64938,3,1,0,0,0,0,0,0,0,0,0,0
64939,3,1,0,0,0,0,0,0,0,0,0,0
64940,3,1,0,0,0,0,0,0,0,0,0,0
64941,3,1,0,0,0,0,0,0,0,0,0,0
64942,3,1,0,0,0,0,0,0,0,0,0,0
64943,3,1,0,0,0,0,0,0,0,0,0,0
64944,3,1,0,0,0,0,0,0,0,0,0,0
64945,3,1,0,0,0,0,0,0,0,0,0,0
64946,3,1,0,0,0,0,0,0,0,0,0,0
64947,3,1,0,0,0,0,0,0,0,0,0,0
64948,3,1,0,0,0,0,0,0,0,0,0,0
64949,3,1,0,0,0,0,0,0,0,0,0,0
64950,3,1,0,0,0,0,0,0,0,0,0,0
64951,3,1,0,0,0,0,0,0,0,0,0,0
64952,3,1,0,0,0,0,0,0,0,0,0,0
64953,3,1,0,0,0,0,0,0,0,0,0,0
64954,3,1,0,0,0,0,0,0,0,0,0,0
64955,3,1,0,0,0,0,0,0,0,0,0,0
64956,3,1,0,0,0,0,0,0,0,0,0,0
64957,3,1,0,0,0,0,0,0,0,0,0,0
64958,3,1,0,0,0,0,0,0,0,0,0,0
64959,3,1,0,0,0,0,0,0,0,0,0,0
64960,3,1,0,0,0,0,0,0,0,0,0,0
64961,3,1,0,0,0,0,0,0,0,0,0,0
64962,3,1,0,0,0,0,0,0,0,0,0,0
64963,3,1,0,0,0,0,0,0,0,0,0,0
64964,3,1,0,0,0,0,0,0,0,0,0,0
64965,3,1,0,0,0,0,0,0,0,0,0,0
64966,3,1,0,0,0,0,0,0,0,0,0,0
64967,3,1,0,0,0,0,0,0,0,0,0,0
64968,3,1,0,0,0,0,0,0,0,0,0,0
64969,3,1,0,0,0,0,0,0,0,0,0,0
64970,3,1,0,0,0,0,0,0,0,0,0,0
64971,3,1,0,0,0,0,0,0,0,0,0,0
64972,3,1,0,0,0,0,0,0,0,0,0,0
64973,3,1,0,0,0,0,0,0,0,0,0,0
64974,3,1,0,0,0,0,0,0,0,0,0,0
64975,3,1,0,0,0,0,0,0,0,0,0,0
64976,3,1,0,0,0,0,0,0,0,0,0,0
64977,3,1,0,0,0,0,0,0,0,0,0,0
64978,3,1,0,0,0,0,0,0,0,0,0,0
64979,3,1,0,0,0,0,0,0,0,0,0,0
64980,3,1,0,0,0,0,0,0,0,0,0,0
64981,3,1,0,0,0,0,0,0,0,0,0,0
64982,3,1,0,0,0,0,0,0,0,0,0,0
64983,3,1,0,0,0,0,0,0,0,0,0,0
64984,3,1,0,0,0,0,0,0,0,0,0,0
64985,3,1,0,0,0,0,0,0,0,0,0,0
64986,3,1,0,0,0,0,0,0,0,0,0,0
64987,3,1,0,0,0,0,0,0,0,0,0,0
64988,3,1,0,0,0,0,0,0,0,0,0,0
64989,3,1,0,0,0,0,0,0,0,0,0,0
64990,3,1,0,0,0,0,0,0,0,0,0,0
64991,3,1,0,0,0,0,0,0,0,0,0,0
64992,3,1,0,0,0,0,0,0,0,0,0,0
64993,3,1,0,0,0,0,0,0,0,0,0,0
64994,3,1,0,0,0,0,0,0,0,0,0,0
64995,3,1,0,0,0,0,0,0,0,0,0,0
64996,3,1,0,0,0,0,0,0,0,0,0,0
64997,3,1,0,0,0,0,0,0,0,0,0,0
64998,3,1,0,0,0,0,0,0,0,0,0,0
64999,3,1,0,0,0,0,0,0,0,0,0,0
65000,3,1,0,0,0,0,0,0,0,0,0,0
65001,3,1,0,0,0,0,0,0,0,0,0,0
65002,3,1,0,0,0,0,0,0,0,0,0,0
65003,3,1,0,0,0,0,0,0,0,0,0,0
65004,3,1,0,0,0,0,0,0,0,0,0,0
65005,3,1,0,0,0,0,0,0,0,0,0,0
65006,3,1,0,0,0,0,0,0,0,0,0,0
65007,3,1,0,0,0,0,0,0,0,0,0,0
65008,3,1,0,0,0,0,0,0,0,0,0,0
65009,3,1,0,0,0,0,0,0,0,0,0,0
65010,3,1,0,0,0,0,0,0,0,0,0,0
65011,3,1,0,0,0,0,0,0,0,0,0,0
65012,3,1,0,0,0,0,0,0,0,0,0,0
65013,3,1,0,0,0,0,0,0,0,0,0,0
65014,3,1,0,0,0,0,0,0,0,0,0,0
65015,3,1,0,0,0,0,0,0,0,0,0,0
65016,3,1,0,0,0,0,0,0,0,0,0,0
65017,3,1,0,0,0,0,0,0,0,0,0,0
65018,3,1,0,0,0,0,0,0,0,0,0,0
65019,3,1,0,0,0,0,0,0,0,0,0,0
65020,3,1,0,0,0,0,0,0,0,0,0,0
65021,3,1,0,0,0,0,0,0,0,0,0,0
65022,3,1,0,0,0,0,0,0,0,0,0,0
65023,3,1,0,0,0,0,0,0,0,0,0,0
65024,3,1,0,0,0,0,0,0,0,0,0,0
65025,3,1,0,0,0,0,0,0,0,0,0,0
65026,3,1,0,0,0,0,0,0,0,0,0,0
65027,3,1,0,0,0,0,0,0,0,0,0,0
65028,3,1,0,0,0,0,0,0,0,0,0,0
65029,3,1,0,0,0,0,0,0,0,0,0,0
65030,3,1,0,0,0,0,0,0,0,0,0,0
65031,3,1,0,0,0,0,0,0,0,0,0,0
65032,3,1,0,0,0,0,0,0,0,0,0,0
65033,3,1,0,0,0,0,0,0,0,0,0,0
65034,3,1,0,0,0,0,0,0,0,0,0,0
65035,3,1,0,0,0,0,0,0,0,0,0,0
65036,3,1,0,0,0,0,0,0,0,0,0,0
65037,3,1,0,0,0,0,0,0,0,0,0,0
65038,3,1,0,0,0,0,0,0,0,0,0,0
65039,3,1,0,0,0,0,0,0,0,0,0,0
65040,3,1,0,0,0,0,0,0,0,0,0,0
65041,3,1,0,0,0,0,0,0,0,0,0,0
65042,3,1,0,0,0,0,0,0,0,0,0,0
65043,3,1,0,0,0,0,0,0,0,0,0,0
65044,3,1,0,0,0,0,0,0,0,0,0,0
65045,3,1,0,0,0,0,0,0,0,0,0,0
65046,3,1,0,0,0,0,0,0,0,0,0,0
65047,3,1,0,0,0,0,0,0,0,0,0,0
65048,3,1,0,0,0,0,0,0,0,0,0,0
65049,3,1,0,0,0,0,0,0,0,0,0,0
65050,3,1,0,0,0,0,0,0,0,0,0,0
65051,3,1,0,0,0,0,0,0,0,0,0,0
65052,3,1,0,0,0,0,0,0,0,0,0,0
65053,3,1,0,0,0,0,0,0,0,0,0,0
65054,3,1,0,0,0,0,0,0,0,0,0,0
65055,3,1,0,0,0,0,0,0,0,0,0,0
65056,3,1,0,0,0,0,0,0,0,0,0,0
65057,3,1,0,0,0,0,0,0,0,0,0,0
65058,3,1,0,0,0,0,0,0,0,0,0,0
65059,3,1,0,0,0,0,0,0,0,0,0,0
65060,3,1,0,0,0,0,0,0,0,0,0,0
65061,3,1,0,0,0,0,0,0,0,0,0,0
65062,3,1,0,0,0,0,0,0,0,0,0,0
65063,3,1,0,0,0,0,0,0,0,0,0,0
65064,3,1,0,0,0,0,0,0,0,0,0,0
65065,3,1,0,0,0,0,0,0,0,0,0,0
65066,3,1,0,0,0,0,0,0,0,0,0,0
65067,3,1,0,0,0,0,0,0,0,0,0,0
65068,3,1,0,0,0,0,0,0,0,0,0,0
65069,3,1,0,0,0,0,0,0,0,0,0,0
65070,3,1,0,0,0,0,0,0,0,0,0,0
65071,3,1,0,0,0,0,0,0,0,0,0,0
65072,3,1,0,0,0,0,0,0,0,0,0,0
65073,3,1,0,0,0,0,0,0,0,0,0,0
65074,3,1,0,0,0,0,0,0,0,0,0,0
65075,3,1,0,0,0,0,0,0,0,0,0,0
65076,3,1,0,0,0,0,0,0,0,0,0,0
65077,3,1,0,0,0,0,0,0,0,0,0,0
65078,3,1,0,0,0,0,0,0,0,0,0,0
65079,3,1,0,0,0,0,0,0,0,0,0,0
65080,3,1,0,0,0,0,0,0,0,0,0,0
65081,3,1,0,0,0,0,0,0,0,0,0,0
65082,3,1,0,0,0,0,0,0,0,0,0,0
65083,3,1,0,0,0,0,0,0,0,0,0,0
65084,3,1,0,0,0,0,0,0,0,0,0,0
65085,3,1,0,0,0,0,0,0,0,0,0,0
65086,3,1,0,0,0,0,0,0,0,0,0,0
65087,3,1,0,0,0,0,0,0,0,0,0,0
65088,3,1,0,0,0,0,0,0,0,0,0,0
65089,3,1,0,0,0,0,0,0,0,0,0,0
65090,3,1,0,0,0,0,0,0,0,0,0,0
65091,3,1,0,0,0,0,0,0,0,0,0,0
65092,3,1,0,0,0,0,0,0,0,0,0,0
65093,3,1,0,0,0,0,0,0,0,0,0,0
65094,3,1,0,0,0,0,0,0,0,0,0,0
65095,3,1,0,0,0,0,0,0,0,0,0,0
65096,3,1,0,0,0,0,0,0,0,0,0,0
65097,3,1,0,0,0,0,0,0,0,0,0,0
65098,3,1,0,0,0,0,0,0,0,0,0,0
65099,3,1,0,0,0,0,0,0,0,0,0,0
65100,3,1,0,0,0,0,0,0,0,0,0,0
65101,3,1,0,0,0,0,0,0,0,0,0,0
65102,3,1,0,0,0,0,0,0,0,0,0,0
65103,3,1,0,0,0,0,0,0,0,0,0,0
65104,3,1,0,0,0,0,0,0,0,0,0,0
65105,3,1,0,0,0,0,0,0,0,0,0,0
65106,3,1,0,0,0,0,0,0,0,0,0,0
65107,3,1,0,0,0,0,0,0,0,0,0,0
65108,3,1,0,0,0,0,0,0,0,0,0,0
65109,3,1,0,0,0,0,0,0,0,0,0,0
65110,3,1,0,0,0,0,0,0,0,0,0,0
65111,3,1,0,0,0,0,0,0,0,0,0,0
65112,3,1,0,0,0,0,0,0,0,0,0,0
65113,3,1,0,0,0,0,0,0,0,0,0,0
65114,3,1,0,0,0,0,0,0,0,0,0,0
65115,3,1,0,0,0,0,0,0,0,0,0,0
65116,3,1,0,0,0,0,0,0,0,0,0,0
65117,3,1,0,0,0,0,0,0,0,0,0,0
65118,3,1,0,0,0,0,0,0,0,0,0,0
65119,3,1,0,0,0,0,0,0,0,0,0,0
65120,3,1,0,0,0,0,0,0,0,0,0,0
65121,3,1,0,0,0,0,0,0,0,0,0,0
65122,3,1,0,0,0,0,0,0,0,0,0,0
65123,3,1,0,0,0,0,0,0,0,0,0,0
65124,3,1,0,0,0,0,0,0,0,0,0,0
65125,3,1,0,0,0,0,0,0,0,0,0,0
65126,3,1,0,0,0,0,0,0,0,0,0,0
65127,3,1,0,0,0,0,0,0,0,0,0,0
65128,3,1,0,0,0,0,0,0,0,0,0,0
65129,3,1,0,0,0,0,0,0,0,0,0,0
65130,3,1,0,0,0,0,0,0,0,0,0,0
65131,3,1,0,0,0,0,0,0,0,0,0,0
65132,3,1,0,0,0,0,0,0,0,0,0,0
65133,3,1,0,0,0,0,0,0,0,0,0,0
65134,3,1,0,0,0,0,0,0,0,0,0,0
65135,3,1,0,0,0,0,0,0,0,0,0,0
65136,3,1,0,0,0,0,0,0,0,0,0,0
65137,2,2,0,0,0,0,0,0,0,0,0,0
65138,3,1,0,0,0,0,0,0,0,0,0,0
65139,3,1,0,0,0,0,0,0,0,0,0,0
65140,3,1,0,0,0,0,0,0,0,0,0,0
65141,3,1,0,0,0,0,0,0,0,0,0,0
65142,3,1,0,0,0,0,0,0,0,0,0,0
65143,3,1,0,0,0,0,0,0,0,0,0,0
65144,3,1,0,0,0,0,0,0,0,0,0,0
65145,3,1,0,0,0,0,0,0,0,0,0,0
65146,3,1,0,0,0,0,0,0,0,0,0,0
65147,3,1,0,0,0,0,0,0,0,0,0,0
65148,3,1,0,0,0,0,0,0,0,0,0,0
65149,3,1,0,0,0,0,0,0,0,0,0,0
65150,3,1,0,0,0,0,0,0,0,0,0,0
65151,3,1,0,0,0,0,0,0,0,0,0,0
65152,3,1,0,0,0,0,0,0,0,0,0,0
65153,3,1,0,0,0,0,0,0,0,0,0,0
65154,3,1,0,0,0,0,0,0,0,0,0,0
65155,3,1,0,0,0,0,0,0,0,0,0,0
65156,3,1,0,0,0,0,0,0,0,0,0,0
65157,3,1,0,0,0,0,0,0,0,0,0,0
65158,3,1,0,0,0,0,0,0,0,0,0,0
65159,3,1,0,0,0,0,0,0,0,0,0,0
65160,3,1,0,0,0,0,0,0,0,0,0,0
65161,3,1,0,0,0,0,0,0,0,0,0,0
65162,3,1,0,0,0,0,0,0,0,0,0,0
65163,2,2,0,0,0,0,0,0,0,0,0,0
65164,2,2,0,0,0,0,0,0,0,0,0,0
65165,3,1,0,0,0,0,0,0,0,0,0,0
65166,3,1,0,0,0,0,0,0,0,0,0,0
65167,3,1,0,0,0,0,0,0,0,0,0,0
65168,3,1,0,0,0,0,0,0,0,0,0,0
65169,3,1,0,0,0,0,0,0,0,0,0,0
65170,3,1,0,0,0,0,0,0,0,0,0,0
65171,3,1,0,0,0,0,0,0,0,0,0,0
65172,3,1,0,0,0,0,0,0,0,0,0,0
65173,3,1,0,0,0,0,0,0,0,0,0,0
65174,3,1,0,0,0,0,0,0,0,0,0,0
65175,3,1,0,0,0,0,0,0,0,0,0,0
65176,3,1,0,0,0,0,0,0,0,0,0,0
65177,3,1,0,0,0,0,0,0,0,0,0,0
65178,3,1,0,0,0,0,0,0,0,0,0,0
65179,3,1,0,0,0,0,0,0,0,0,0,0
65180,3,1,0,0,0,0,0,0,0,0,0,0
65181,3,1,0,0,0,0,0,0,0,0,0,0
65182,2,2,0,0,0,0,0,0,0,0,0,0
65183,3,1,0,0,0,0,0,0,0,0,0,0
65184,3,1,0,0,0,0,0,0,0,0,0,0
65185,3,1,0,0,0,0,0,0,0,0,0,0
65186,3,1,0,0,0,0,0,0,0,0,0,0
65187,3,1,0,0,0,0,0,0,0,0,0,0
65188,3,1,0,0,0,0,0,0,0,0,0,0
65189,3,1,0,0,0,0,0,0,0,0,0,0
65190,2,2,0,0,0,0,0,0,0,0,0,0
65191,2,2,0,0,0,0,0,0,0,0,0,0
65192,3,1,0,0,0,0,0,0,0,0,0,0
65193,3,1,0,0,0,0,0,0,0,0,0,0
65194,3,1,0,0,0,0,0,0,0,0,0,0
65195,3,1,0,0,0,0,0,0,0,0,0,0
65196,3,1,0,0,0,0,0,0,0,0,0,0
65197,3,1,0,0,0,0,0,0,0,0,0,0
65198,3,1,0,0,0,0,0,0,0,0,0,0
65199,3,1,0,0,0,0,0,0,0,0,0,0
65200,3,1,0,0,0,0,0,0,0,0,0,0
65201,3,1,0,0,0,0,0,0,0,0,0,0
65202,3,1,0,0,0,0,0,0,0,0,0,0
65203,3,1,0,0,0,0,0,0,0,0,0,0
65204,3,1,0,0,0,0,0,0,0,0,0,0
65205,3,1,0,0,0,0,0,0,0,0,0,0
65206,3,1,0,0,0,0,0,0,0,0,0,0
65207,3,1,0,0,0,0,0,0,0,0,0,0
65208,3,1,0,0,0,0,0,0,0,0,0,0
65209,3,1,0,0,0,0,0,0,0,0,0,0
65210,3,1,0,0,0,0,0,0,0,0,0,0
65211,3,1,0,0,0,0,0,0,0,0,0,0
65212,3,1,0,0,0,0,0,0,0,0,0,0
65213,3,1,0,0,0,0,0,0,0,0,0,0
65214,3,1,0,0,0,0,0,0,0,0,0,0
65215,3,1,0,0,0,0,0,0,0,0,0,0
65216,3,1,0,0,0,0,0,0,0,0,0,0
65217,3,1,0,0,0,0,0,0,0,0,0,0
65218,3,1,0,0,0,0,0,0,0,0,0,0
65219,3,1,0,0,0,0,0,0,0,0,0,0
65220,3,1,0,0,0,0,0,0,0,0,0,0
65221,3,1,0,0,0,0,0,0,0,0,0,0
65222,3,1,0,0,0,0,0,0,0,0,0,0
65223,3,1,0,0,0,0,0,0,0,0,0,0
65224,3,1,0,0,0,0,0,0,0,0,0,0
65225,3,1,0,0,0,0,0,0,0,0,0,0
65226,3,1,0,0,0,0,0,0,0,0,0,0
65227,3,1,0,0,0,0,0,0,0,0,0,0
65228,3,1,0,0,0,0,0,0,0,0,0,0
65229,3,1,0,0,0,0,0,0,0,0,0,0
65230,3,1,0,0,0,0,0,0,0,0,0,0
65231,3,1,0,0,0,0,0,0,0,0,0,0
65232,3,1,0,0,0,0,0,0,0,0,0,0
65233,3,1,0,0,0,0,0,0,0,0,0,0
65234,3,1,0,0,0,0,0,0,0,0,0,0
65235,3,1,0,0,0,0,0,0,0,0,0,0
65236,3,1,0,0,0,0,0,0,0,0,0,0
65237,3,1,0,0,0,0,0,0,0,0,0,0
65238,3,1,0,0,0,0,0,0,0,0,0,0
65239,3,1,0,0,0,0,0,0,0,0,0,0
65240,3,1,0,0,0,0,0,0,0,0,0,0
65241,3,1,0,0,0,0,0,0,0,0,0,0
65242,3,1,0,0,0,0,0,0,0,0,0,0
65243,3,1,0,0,0,0,0,0,0,0,0,0
65244,3,1,0,0,0,0,0,0,0,0,0,0
65245,3,1,0,0,0,0,0,0,0,0,0,0
65246,3,1,0,0,0,0,0,0,0,0,0,0
65247,3,1,0,0,0,0,0,0,0,0,0,0
65248,3,1,0,0,0,0,0,0,0,0,0,0
65249,3,1,0,0,0,0,0,0,0,0,0,0
65250,3,1,0,0,0,0,0,0,0,0,0,0
65251,3,1,0,0,0,0,0,0,0,0,0,0
65252,3,1,0,0,0,0,0,0,0,0,0,0
65253,3,1,0,0,0,0,0,0,0,0,0,0
65254,3,1,0,0,0,0,0,0,0,0,0,0
65255,3,1,0,0,0,0,0,0,0,0,0,0
65256,3,1,0,0,0,0,0,0,0,0,0,0
65257,3,1,0,0,0,0,0,0,0,0,0,0
65258,3,1,0,0,0,0,0,0,0,0,0,0
65259,3,1,0,0,0,0,0,0,0,0,0,0
65260,3,1,0,0,0,0,0,0,0,0,0,0
65261,3,1,0,0,0,0,0,0,0,0,0,0
65262,3,1,0,0,0,0,0,0,0,0,0,0
65263,3,1,0,0,0,0,0,0,0,0,0,0
65264,3,1,0,0,0,0,0,0,0,0,0,0
65265,3,1,0,0,0,0,0,0,0,0,0,0
65266,3,1,0,0,0,0,0,0,0,0,0,0
65267,3,1,0,0,0,0,0,0,0,0,0,0
65268,3,1,0,0,0,0,0,0,0,0,0,0
65269,3,1,0,0,0,0,0,0,0,0,0,0
65270,3,1,0,0,0,0,0,0,0,0,0,0
65271,3,1,0,0,0,0,0,0,0,0,0,0
65272,3,1,0,0,0,0,0,0,0,0,0,0
65273,3,1,0,0,0,0,0,0,0,0,0,0
65274,3,1,0,0,0,0,0,0,0,0,0,0
65275,3,1,0,0,0,0,0,0,0,0,0,0
65276,3,1,0,0,0,0,0,0,0,0,0,0
65277,3,1,0,0,0,0,0,0,0,0,0,0
65278,3,1,0,0,0,0,0,0,0,0,0,0
65279,3,1,0,0,0,0,0,0,0,0,0,0
65280,3,1,0,0,0,0,0,0,0,0,0,0
65281,3,1,0,0,0,0,0,0,0,0,0,0
65282,3,1,0,0,0,0,0,0,0,0,0,0
65283,3,1,0,0,0,0,0,0,0,0,0,0
65284,3,1,0,0,0,0,0,0,0,0,0,0
65285,3,1,0,0,0,0,0,0,0,0,0,0
65286,3,1,0,0,0,0,0,0,0,0,0,0
65287,3,1,0,0,0,0,0,0,0,0,0,0
65288,3,1,0,0,0,0,0,0,0,0,0,0
65289,3,1,0,0,0,0,0,0,0,0,0,0
65290,3,1,0,0,0,0,0,0,0,0,0,0
65291,2,2,0,0,0,0,0,0,0,0,0,0
65292,3,1,0,0,0,0,0,0,0,0,0,0
65293,3,1,0,0,0,0,0,0,0,0,0,0
65294,3,1,0,0,0,0,0,0,0,0,0,0
65295,3,1,0,0,0,0,0,0,0,0,0,0
65296,3,1,0,0,0,0,0,0,0,0,0,0
65297,3,1,0,0,0,0,0,0,0,0,0,0
65298,3,1,0,0,0,0,0,0,0,0,0,0
65299,3,1,0,0,0,0,0,0,0,0,0,0
65300,3,1,0,0,0,0,0,0,0,0,0,0
65301,3,1,0,0,0,0,0,0,0,0,0,0
65302,3,1,0,0,0,0,0,0,0,0,0,0
65303,3,1,0,0,0,0,0,0,0,0,0,0
65304,3,1,0,0,0,0,0,0,0,0,0,0
65305,3,1,0,0,0,0,0,0,0,0,0,0
65306,3,1,0,0,0,0,0,0,0,0,0,0
65307,3,1,0,0,0,0,0,0,0,0,0,0
65308,3,1,0,0,0,0,0,0,0,0,0,0
65309,3,1,0,0,0,0,0,0,0,0,0,0
65310,3,1,0,0,0,0,0,0,0,0,0,0
65311,3,1,0,0,0,0,0,0,0,0,0,0
65312,3,1,0,0,0,0,0,0,0,0,0,0
65313,3,1,0,0,0,0,0,0,0,0,0,0
65314,3,1,0,0,0,0,0,0,0,0,0,0
65315,2,2,0,0,0,0,0,0,0,0,0,0
65316,2,2,0,0,0,0,0,0,0,0,0,0
65317,3,1,0,0,0,0,0,0,0,0,0,0
65318,3,1,0,0,0,0,0,0,0,0,0,0
65319,3,1,0,0,0,0,0,0,0,0,0,0
65320,3,1,0,0,0,0,0,0,0,0,0,0
65321,3,1,0,0,0,0,0,0,0,0,0,0
65322,3,1,0,0,0,0,0,0,0,0,0,0
65323,3,1,0,0,0,0,0,0,0,0,0,0
65324,3,1,0,0,0,0,0,0,0,0,0,0
65325,3,1,0,0,0,0,0,0,0,0,0,0
65326,3,1,0,0,0,0,0,0,0,0,0,0
65327,3,1,0,0,0,0,0,0,0,0,0,0
65328,3,1,0,0,0,0,0,0,0,0,0,0
65329,3,1,0,0,0,0,0,0,0,0,0,0
65330,3,1,0,0,0,0,0,0,0,0,0,0
65331,2,2,0,0,0,0,0,0,0,0,0,0
65332,3,1,0,0,0,0,0,0,0,0,0,0
65333,3,1,0,0,0,0,0,0,0,0,0,0
65334,3,1,0,0,0,0,0,0,0,0,0,0
65335,3,1,0,0,0,0,0,0,0,0,0,0
65336,3,1,0,0,0,0,0,0,0,0,0,0
65337,3,1,0,0,0,0,0,0,0,0,0,0
65338,3,1,0,0,0,0,0,0,0,0,0,0
65339,2,2,0,0,0,0,0,0,0,0,0,0
65340,2,2,0,0,0,0,0,0,0,0,0,0
65341,3,1,0,0,0,0,0,0,0,0,0,0
65342,3,1,0,0,0,0,0,0,0,0,0,0
65343,3,1,0,0,0,0,0,0,0,0,0,0
65344,3,1,0,0,0,0,0,0,0,0,0,0
65345,3,1,0,0,0,0,0,0,0,0,0,0
65346,3,1,0,0,0,0,0,0,0,0,0,0
65347,3,1,0,0,0,0,0,0,0,0,0,0
65348,3,1,0,0,0,0,0,0,0,0,0,0
65349,3,1,0,0,0,0,0,0,0,0,0,0
65350,3,1,0,0,0,0,0,0,0,0,0,0
65351,3,1,0,0,0,0,0,0,0,0,0,0
65352,3,1,0,0,0,0,0,0,0,0,0,0
65353,3,1,0,0,0,0,0,0,0,0,0,0
65354,3,1,0,0,0,0,0,0,0,0,0,0
65355,3,1,0,0,0,0,0,0,0,0,0,0
65356,3,1,0,0,0,0,0,0,0,0,0,0
65357,3,1,0,0,0,0,0,0,0,0,0,0
65358,3,1,0,0,0,0,0,0,0,0,0,0
65359,3,1,0,0,0,0,0,0,0,0,0,0
65360,3,1,0,0,0,0,0,0,0,0,0,0
65361,3,1,0,0,0,0,0,0,0,0,0,0
65362,3,1,0,0,0,0,0,0,0,0,0,0
65363,3,1,0,0,0,0,0,0,0,0,0,0
65364,3,1,0,0,0,0,0,0,0,0,0,0
65365,3,1,0,0,0,0,0,0,0,0,0,0
65366,3,1,0,0,0,0,0,0,0,0,0,0
65367,3,1,0,0,0,0,0,0,0,0,0,0
65368,3,1,0,0,0,0,0,0,0,0,0,0
65369,3,1,0,0,0,0,0,0,0,0,0,0
65370,3,1,0,0,0,0,0,0,0,0,0,0
65371,3,1,0,0,0,0,0,0,0,0,0,0
65372,3,1,0,0,0,0,0,0,0,0,0,0
65373,3,1,0,0,0,0,0,0,0,0,0,0
65374,3,1,0,0,0,0,0,0,0,0,0,0
65375,3,1,0,0,0,0,0,0,0,0,0,0
65376,3,1,0,0,0,0,0,0,0,0,0,0
65377,3,1,0,0,0,0,0,0,0,0,0,0
65378,3,1,0,0,0,0,0,0,0,0,0,0
65379,3,1,0,0,0,0,0,0,0,0,0,0
65380,3,1,0,0,0,0,0,0,0,0,0,0
65381,3,1,0,0,0,0,0,0,0,0,0,0
65382,3,1,0,0,0,0,0,0,0,0,0,0
65383,3,1,0,0,0,0,0,0,0,0,0,0
65384,3,1,0,0,0,0,0,0,0,0,0,0
65385,3,1,0,0,0,0,0,0,0,0,0,0
65386,3,1,0,0,0,0,0,0,0,0,0,0
65387,3,1,0,0,0,0,0,0,0,0,0,0
65388,3,1,0,0,0,0,0,0,0,0,0,0
65389,3,1,0,0,0,0,0,0,0,0,0,0
65390,3,1,0,0,0,0,0,0,0,0,0,0
65391,3,1,0,0,0,0,0,0,0,0,0,0
65392,3,1,0,0,0,0,0,0,0,0,0,0
65393,3,1,0,0,0,0,0,0,0,0,0,0
65394,3,1,0,0,0,0,0,0,0,0,0,0
65395,3,1,0,0,0,0,0,0,0,0,0,0
65396,3,1,0,0,0,0,0,0,0,0,0,0
65397,3,1,0,0,0,0,0,0,0,0,0,0
